category_id,subcategory_id,subcategory_name,product_id,name,slug,thumbnail,share_url,packaging,published,unit_price,bulk_price,unit_size,size_format,selling_method,is_new,price_decreased,date
27,250,Fruta tropical,3820,Kiwi verde,kiwi-verde-pieza,https://prod-mercadona.imgix.net/images/49e3e74a455daf4169248dfb52ae9a6d.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3820/kiwi-verde-pieza,Pieza,True,0.42,3.25,0.13,kg,0,False,False,2025-12-03
27,250,Fruta tropical,3832,Kiwis verdes,kiwis-verdes-bandeja,https://prod-mercadona.imgix.net/images/e887a535440a80f19a036df7d70f124a.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3832/kiwis-verdes-bandeja,Bandeja,True,3.47,3.15,1.1,kg,0,False,False,2025-12-03
27,250,Fruta tropical,3830,Aguacate,aguacate-pieza,https://prod-mercadona.imgix.net/images/b1dee7e254871996d81c69a656fa4304.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3830/aguacate-pieza,Pieza,True,1.01,5.60,0.18,kg,0,False,False,2025-12-03
27,250,Fruta tropical,3858,Aguacates,aguacates-bandeja,https://prod-mercadona.imgix.net/images/3626a39afce23381b73d55fb7a4a3c7d.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3858/aguacates-bandeja,,True,3.87,5.30,0.73,kg,0,False,False,2025-12-03
27,250,Fruta tropical,3076,Piña,pina-pieza,https://prod-mercadona.imgix.net/images/9dd42248e51d82317d3e48eaa166d56e.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3076/pina-pieza,Pieza,True,4.29,1.95,2.2,kg,0,False,False,2025-12-03
27,250,Fruta tropical,30506,Media piña,media-pina-12-pieza,https://prod-mercadona.imgix.net/images/2cc079fbeca1eb8ac12638a7e7f13971.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/30506/media-pina-12-pieza,1/2 Pieza,True,2.21,2.95,0.75,kg,0,False,False,2025-12-03
27,250,Fruta tropical,3024,Piña natural a rodajas,pina-natural-rodajas-bote,https://prod-mercadona.imgix.net/images/447329070430fee9d487dd3124975cb8.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3024/pina-natural-rodajas-bote,Bote,True,3.48,6.00,0.58,kg,0,False,False,2025-12-03
27,250,Fruta tropical,3840,Guacamole Hacendado,guacamole-hacendado-95-aguacate-fresco-tarrina,https://prod-mercadona.imgix.net/images/5c3a7d00a6c79339f48bae00593089ed.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3840/guacamole-hacendado-95-aguacate-fresco-tarrina,Tarrina,True,3.95,7.90,0.5,kg,0,False,False,2025-12-03
27,250,Fruta tropical,3852,Guacamole Hacendado,guacamole-hacendado-95-aguacate-fresco-tarrina,https://prod-mercadona.imgix.net/images/66c3481e7af13e610aa808949d18a5f3.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3852/guacamole-hacendado-95-aguacate-fresco-tarrina,Tarrina,True,1.80,9.00,0.2,kg,0,False,False,2025-12-03
27,250,Fruta tropical,3050,Mango,mango-pieza,https://prod-mercadona.imgix.net/images/05ba87e8e2d78124318a9dee667b3d07.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3050/mango-pieza,Pieza,True,1.28,2.90,0.44,kg,0,False,False,2025-12-03
27,250,Fruta tropical,3026,Papaya,papaya-pieza,https://prod-mercadona.imgix.net/images/e01d68c0435d10972f813077441c6c4c.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3026/papaya-pieza,Pieza,True,3.12,4.95,0.63,kg,0,False,False,2025-12-03
27,253,Otras frutas,3651,Cerezas,cereza-bandeja,https://prod-mercadona.imgix.net/images/77868fa2e119aa30f160222a3f535a13.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3651/cereza-bandeja,Bandeja,True,3.52,11.75,0.3,kg,0,False,False,2025-12-03
27,253,Otras frutas,5500,Frambuesas,frambuesa-bandeja,https://prod-mercadona.imgix.net/images/6745b8dda0a443232ff2b6f70ad1b88e.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/5500/frambuesa-bandeja,Bandeja,True,3.02,15.10,0.2,kg,0,False,False,2025-12-03
27,253,Otras frutas,14379,Moras,moras-bandeja,https://prod-mercadona.imgix.net/images/46b3eda6e89530b3f91913dac37af457.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/14379/moras-bandeja,Bandeja,True,2.65,17.70,0.15,kg,0,False,False,2025-12-03
27,253,Otras frutas,5501,Arándanos,arandanos-vaso,https://prod-mercadona.imgix.net/images/a5073f7984f7ca2b4cca209439afa9ef.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/5501/arandanos-vaso,Vaso,True,3.35,14.89,0.225,kg,0,False,False,2025-12-03
27,253,Otras frutas,5507,Arándanos,arandanos-tarrina,https://prod-mercadona.imgix.net/images/7d54e6811369f227bf2fd9e5c5b6a69a.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/5507/arandanos-tarrina,Tarrina,True,6.50,13.00,0.5,kg,0,False,False,2025-12-03
27,253,Otras frutas,3915,Granada,granada-pieza,https://prod-mercadona.imgix.net/images/e51fbd5638b241e5e21e7af11b8f03b7.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3915/granada-pieza,Pieza,True,1.05,3.00,0.35,kg,0,False,False,2025-12-03
27,253,Otras frutas,3914,Kaki,caqui-persimon-pieza,https://prod-mercadona.imgix.net/images/e12057d015e6ec4642d24bffe1009fe3.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3914/caqui-persimon-pieza,Pieza,True,0.55,2.30,0.24,kg,0,False,False,2025-12-03
27,253,Otras frutas,3928,Kakis,caquis-persimon-bandeja,https://prod-mercadona.imgix.net/images/1ffca3326a5a527ab538b41f4673d174.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/3928/caquis-persimon-bandeja,,True,2.00,2.00,1.0,kg,0,False,False,2025-12-03
28,254,Lechuga,68130,Lechuga Iceberg,lechuga-iceberg-pieza,https://prod-mercadona.imgix.net/images/320cf3cbed15d3543322144333ce1a98.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/68130/lechuga-iceberg-pieza,Pieza,True,1.05,1.05,1.0,ud,0,False,False,2025-12-03
28,254,Lechuga,69706,Ensalada mezcla 4 estaciones lavada,ensalada-mezcla-4-estaciones-compuesta-lechuga-iceberg-zanahoria-col-lombarda-paquete,https://prod-mercadona.imgix.net/images/521b7ea477692d5b5ae5835f2aea842c.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69706/ensalada-mezcla-4-estaciones-compuesta-lechuga-iceberg-zanahoria-col-lombarda-paquete,Paquete,True,0.85,3.40,0.25,kg,0,False,False,2025-12-03
28,254,Lechuga,69121,Lechugas corazón romana,lechugas-corazon-romana-paquete,https://prod-mercadona.imgix.net/images/f073d57203d1d5b93f0aa0b07f5b1f3a.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69121/lechugas-corazon-romana-paquete,,True,1.75,0.88,2.0,ud,0,False,False,2025-12-03
28,254,Lechuga,69757,Ensalada mezcla brotes tiernos lavada,ensalada-mezcla-brotes-tiernos-compuesta-brotes-batavia-roja-verde-lollo-rojo-rucula-espinaca-baby-paquete,https://prod-mercadona.imgix.net/images/77a9cc89e7a3c57a49e23a71517e4796.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69757/ensalada-mezcla-brotes-tiernos-compuesta-brotes-batavia-roja-verde-lollo-rojo-rucula-espinaca-baby-paquete,Paquete,True,1.20,12.00,0.1,kg,0,False,False,2025-12-03
28,254,Lechuga,69719,Canónigos lavados,canonigos-paquete,https://prod-mercadona.imgix.net/images/f0e683ae77cdd6372eaafd6420cc0171.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69719/canonigos-paquete,Paquete,True,1.20,9.60,0.125,kg,0,False,False,2025-12-03
28,254,Lechuga,69670,Lechuga iceberg cortada y lavada,lechuga-iceberg-paquete,https://prod-mercadona.imgix.net/images/580c669243865a140be58304751de37b.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69670/lechuga-iceberg-paquete,Paquete,True,0.95,3.80,0.25,kg,0,False,False,2025-12-03
28,254,Lechuga,69744,Ensalada mezcla gourmet lavada,ensalada-mezcla-gourmet-compuesta-escarola-rizada-radicchio-canonigos-paquete,https://prod-mercadona.imgix.net/images/ce7ab9785a4b5272bbe8893fb9a2ae3a.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69744/ensalada-mezcla-gourmet-compuesta-escarola-rizada-radicchio-canonigos-paquete,Paquete,True,1.10,6.29,0.175,kg,0,False,False,2025-12-03
28,254,Lechuga,69581,Cogollos de lechuga,cogollos-lechuga-paquete,https://prod-mercadona.imgix.net/images/ed00cb0a9feaf3a20d726b38ad22f70c.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69581/cogollos-lechuga-paquete,,True,1.05,0.35,3.0,ud,0,False,False,2025-12-03
28,254,Lechuga,69122,Lechuga corazón romana,lechuga-corazon-romana-paquete,https://prod-mercadona.imgix.net/images/ecea548419831d3cfa93562fbe38f8f6.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69122/lechuga-corazon-romana-paquete,Paquete,True,1.10,1.10,1.0,ud,0,False,False,2025-12-03
28,254,Lechuga,69591,Endibias,endibias-bandeja,https://prod-mercadona.imgix.net/images/76fc3f03f8e58cf726c8812de3321869.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69591/endibias-bandeja,,True,1.90,4.22,0.45,kg,0,False,False,2025-12-03
28,254,Lechuga,69810,Ensalada mezcla brotes tiernos maxi lavada,ensalada-mezcla-brotes-tiernos-maxi-compuesto-batavia-roja-verde-lollo-rojo-espinacas-rucula-paquete,https://prod-mercadona.imgix.net/images/11ebbe4d020f773396a255d3ba44b2e0.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69810/ensalada-mezcla-brotes-tiernos-maxi-compuesto-batavia-roja-verde-lollo-rojo-espinacas-rucula-paquete,Paquete,True,1.65,9.43,0.175,kg,0,False,False,2025-12-03
28,254,Lechuga,69741,Ensalada mezcla gourmet maxi lavada,ensalada-mezcla-gourmet-maxi-compuesta-escarola-rizada-canonigos-achicoria-paquete,https://prod-mercadona.imgix.net/images/0929ebf10d8559d3c6dd22334c32c263.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69741/ensalada-mezcla-gourmet-maxi-compuesta-escarola-rizada-canonigos-achicoria-paquete,Paquete,True,1.75,5.83,0.3,kg,0,False,False,2025-12-03
28,254,Lechuga,69840,Ensalada mezcla tierna lavada,ensalada-mezcla-tierna-compuesta-lechuga-hoja-roble-verde-brotes-lechuga-batavia-roja-lechuga-trocadero-paquete,https://prod-mercadona.imgix.net/images/2a015ff6ee9a146c2d74715dbcd14685.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69840/ensalada-mezcla-tierna-compuesta-lechuga-hoja-roble-verde-brotes-lechuga-batavia-roja-lechuga-trocadero-paquete,Paquete,True,1.40,9.33,0.15,kg,0,False,False,2025-12-03
28,254,Lechuga,69753,Rúcula lavada,rucula-paquete,https://prod-mercadona.imgix.net/images/83a2c7a099eeace37c9fd9081cfc8e76.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69753/rucula-paquete,Paquete,True,0.85,17.00,0.05,kg,0,False,False,2025-12-03
28,254,Lechuga,69582,Cogollos corazón de lechuga,cogollos-corazon-lechuga-paquete,https://prod-mercadona.imgix.net/images/32724f0afddc5a4c7a25227c253b4227.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69582/cogollos-corazon-lechuga-paquete,,True,2.00,0.33,6.0,ud,0,False,False,2025-12-03
28,254,Lechuga,69697,Ensalada mezcla dúo canónigos y rúcula lavada,ensalada-mezcla-duo-canonigos-rucula-paquete,https://prod-mercadona.imgix.net/images/e9c3ec4c50c66754bbe94ab1ddaee683.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69697/ensalada-mezcla-duo-canonigos-rucula-paquete,Paquete,True,1.45,14.50,0.1,kg,0,False,False,2025-12-03
28,254,Lechuga,69114,Lechuga hoja roble,lechuga-hoja-roble-paquete,https://prod-mercadona.imgix.net/images/e6c61271d21736c09049e28c7a5d0c1b.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69114/lechuga-hoja-roble-paquete,Paquete,True,1.60,1.60,1.0,ud,0,False,False,2025-12-03
28,254,Lechuga,69720,Escarola rizada cortada y lavada,escarola-rizada-paquete,https://prod-mercadona.imgix.net/images/1d36f182ba3c84584ce170e6a85b7363.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69720/escarola-rizada-paquete,Paquete,True,1.25,8.33,0.15,kg,0,False,False,2025-12-03
28,254,Lechuga,68233,Escarola rizada,escarola-rizada-paquete,https://prod-mercadona.imgix.net/images/0519eae2b26f56f98a5e95a6c2a6f669.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/68233/escarola-rizada-paquete,Paquete,True,1.90,1.90,1.0,ud,0,False,False,2025-12-03
28,254,Lechuga,69984,Espinacas baby lavadas,espinaca-baby-paquete,https://prod-mercadona.imgix.net/images/a91f13d218a7badd0b10b7b0e3088f20.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69984/espinaca-baby-paquete,Paquete,True,1.15,11.50,0.1,kg,0,False,False,2025-12-03
28,254,Lechuga,69435,Lechuga romana cortada y lavada,lechuga-romana-cortada-paquete,https://prod-mercadona.imgix.net/images/de27c05991934ccea736560b54d21694.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69435/lechuga-romana-cortada-paquete,Paquete,True,1.15,5.75,0.2,kg,0,False,False,2025-12-03
28,255,Ensalada preparada,69849,Ensalada César,ensalada-cesar-compuesta-hortalizas-frescas-pollo-queso-picatostes-salsas-incluye-tenedor-bol,https://prod-mercadona.imgix.net/images/6f8ccad4b9d4bc691f5b72c6736dbd05.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69849/ensalada-cesar-compuesta-hortalizas-frescas-pollo-queso-picatostes-salsas-incluye-tenedor-bol,Bol,True,2.60,12.38,0.21,kg,0,False,False,2025-12-03
28,255,Ensalada preparada,69714,Ensalada California,ensalada-california-compuesta-mezcla-hortalizas-frescas-nueces-picatostes-bacon-cebolla-frita-uvas-pasas-salsa-miel-mostaza-incluye-tenedor-bol,https://prod-mercadona.imgix.net/images/9a77cee58d49199c38031540d40c258e.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69714/ensalada-california-compuesta-mezcla-hortalizas-frescas-nueces-picatostes-bacon-cebolla-frita-uvas-pasas-salsa-miel-mostaza-incluye-tenedor-bol,Bol,True,2.45,12.76,0.192,kg,0,False,False,2025-12-03
28,255,Ensalada preparada,69850,Wraps Texas,wraps-texas-compuesto-hortalizas-frescas-pollo-queso-salsa-tortillas-trigo-incluye-tenedor-bol,https://prod-mercadona.imgix.net/images/8d7e5cfe79776867d71e9e551533d06c.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69850/wraps-texas-compuesto-hortalizas-frescas-pollo-queso-salsa-tortillas-trigo-incluye-tenedor-bol,Bol,True,3.10,10.33,0.3,kg,0,False,False,2025-12-03
28,255,Ensalada preparada,69756,Ensalada de la casa,ensalada-casa-compuesta-escarola-lisa-achicoria-escarola-rizada-maiz-dulce-tomate-cherry-zanahoria-aceitunas-verdes-bol,https://prod-mercadona.imgix.net/images/f0ed93a88f715c29f3ce7ff18966f256.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69756/ensalada-casa-compuesta-escarola-lisa-achicoria-escarola-rizada-maiz-dulce-tomate-cherry-zanahoria-aceitunas-verdes-bol,Bol,True,2.15,5.38,0.4,kg,0,False,False,2025-12-03
28,255,Ensalada preparada,69872,Ensalada ensatún,ensalada-ensatun-compuesta-zanahoria-mozzarella-aceitunas-verdes-lechuga-iceberg-lechuga-hoja-roble-maiz-atun-aceite-vegetal-tomate-cherry-aceite-sal-vinagre-incluye-tenedor-bol,https://prod-mercadona.imgix.net/images/d90a20ad3e45b63ae278f9700c9fe117.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69872/ensalada-ensatun-compuesta-zanahoria-mozzarella-aceitunas-verdes-lechuga-iceberg-lechuga-hoja-roble-maiz-atun-aceite-vegetal-tomate-cherry-aceite-sal-vinagre-incluye-tenedor-bol,Bol,True,2.60,10.40,0.25,kg,0,False,False,2025-12-03
28,255,Ensalada preparada,69884,Ensalada jamón,ensalada-jamon-compuesta-jamon-curado-queso-curado-picatostes-con-tomate-oregano-aceite-sal-vinagre-incluye-tenedor-bol,https://prod-mercadona.imgix.net/images/2a4da1af34dd617349b6d22d03319e04.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69884/ensalada-jamon-compuesta-jamon-curado-queso-curado-picatostes-con-tomate-oregano-aceite-sal-vinagre-incluye-tenedor-bol,Bol,True,2.50,11.63,0.215,kg,0,False,False,2025-12-03
28,255,Ensalada preparada,69461,Ensalada de pasta,ensalada-pasta-compuesta-pasta-fiambre-jamon-pavo-salsa-yogur-incluye-tenedor-bol,https://prod-mercadona.imgix.net/images/368bdfacb93d245ad1fcce3c1c49ae5b.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69461/ensalada-pasta-compuesta-pasta-fiambre-jamon-pavo-salsa-yogur-incluye-tenedor-bol,Bol,True,2.60,10.40,0.25,kg,0,False,False,2025-12-03
28,255,Ensalada preparada,69474,Ensalada queso de cabra,ensalada-queso-cabra-compuesta-brotes-manzana-queso-cabra-frutos-secos-vinagreta-balsamica-incluye-tenedor-bol,https://prod-mercadona.imgix.net/images/ba4ed40c4ad629b070b2c21726a23fed.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69474/ensalada-queso-cabra-compuesta-brotes-manzana-queso-cabra-frutos-secos-vinagreta-balsamica-incluye-tenedor-bol,Bol,True,2.80,18.30,0.153,kg,0,False,False,2025-12-03
